tipologia;autore_saggio;precisazione_ autore;titolo_saggio;autore_curatore_volume;precisazione_curatore;titolo_volume;luogo;editore;anno;volumi;rivista;annata;fascicolo;pagine
monografia;;;;Perfetti, Stefano;;Aristotle's Zoology and its Renaissance Commentators (1521-1601);Leuven;Leuven University Press;2000;;;;;258
poligrafia;;;;Convegno di studi maceratesi ;;Scuola e insegnamento. Atti del XXXV convegno di studi maceratesi, Abbadia di Fiastra (Tolentino), 13-14 novembre 1999;Macerata;Centro di studi storici maceratesi;2001;;;;;587
poligrafia;;;;Alvarez Lazaro, Pedro;bajo la dirección de;Cien años de educación en España. En torno a la creación del Ministerio de Instrucción Pública y Bellas Artes;Madrid;Ministerio de Educación Cultura y Deporte - Subdirección General de Documentación y Publicaciones;2001;;;;;542
monografia;;;;Gentilcore, David;;Healers and healing in early modern Italy;Manchester etc.;Manchester University Press;1998;;;;;240
poligrafia;;;;Orsina, Giovanni - Quagliarello, Gaetano;a cura di;La formazione della classe politica in Europa (1945-1956);Manduria etc.;Lacaita ;2000;;;;;828
poligrafia;;;;De Giacomo, Nora - Orsina, Giovanni - Quagliarello, Gaetano;a cura di;Catalogo delle riviste studentesche ;Manduria etc.;Lacaita ;1999;;;;;845
monografia;;;;Tramontana, Alessandra;;In Sicilia a scuola con Persio. Le lezioni dell'umanista Tommaso Schifaldo;Messina;Universita degli studi, Dipartimento di studi tardoantichi, medievali e umanistici;2000;;;;;241
poligrafia;;;;Bertele, Umberto;coord.;Indagine sui laureati in ingegneria del Politecnico di Milano 1999;Milano;Associazione impresa Politecnico;1999;;;;;276
poligrafia;;;;Grignani, Elisa - Mazzoleni, Carla;a cura di;Edizioni pavesi del Seicento. Il primo trentennio;Milano;Cisalpino;2000;;;;;573
poligrafia;;;;Caretta, Giuseppe - Pirola, Augusto;a cura di;Raffaele Ciferri scienziato versatile e critico. Atti del convegno scientifico e della mostra documentaria e iconografica (Pavia, 1-15 dicembre 1997);Milano;Cisalpino;2000;;;;;186
poligrafia;;;;Bernardini Mosconi, Paola;a cura di;Carlo Jucci nel centenario della nascita. Testimonianze e documenti. Atti del convegno (Pavia, Università degli studi, aula del '400, 1 ottobre 1997, Rieti, Monastero di S.Lucia, 22 novembre 1997);Milano;Cisalpino;2000;;;;;197
poligrafia;;;;Lavezzi, Gianfranca - Stella, Aldo;a cura di;Esortazioni alle storie. Atti del convegno '...parlano un suon che attenta Europa ascolta'. Poeti, scienziati, cittadini nell'Ateneo pavese tra Riforme e Rivoluzione (Università di Pavia, 13-15 dicembre 2000);Milano;Cisalpino;2001;;;;;818
monografia;;;;Gigli Berzolari, Alberto;;Lorenzo Mascheroni, abate, insigne matematico, leggiadro poeta, ottimo cittadino;Milano;Cisalpino;2001;;;;;204
poligrafia;;;;Barbarisi, Gennaro - Decleva, Enrico - Morgana, Silvia;a cura di;Milano e l'Accademia scientifico-letteraria. Studi in onore di Maurizio Vitale;Milano;Cisalpino;2001;2 voll.;;;;
poligrafia;;;;Rosso, Paolo - Sottili, Agostino;a cura di;Documenti per la storia dell'Università di Pavia nella seconda metà del '400. Vol 2. (1456-1460);Milano;Cisalpino;2002;;;;;484
monografia;;;;Resti, Enrico;;L'Università Bocconi dalla fondazione ad oggi;Milano;Egea;2000;;;;;158
poligrafia;;;;Cattini, Marco - Decleva, Enrico - De Maddalena, Aldo - Romani, Marzio;a cura di;Storia di una libera Università. Vol 2. L'Università commerciale Luigi Bocconi dal 1915 al 1945 ;Milano;Egea;2002;;;;;594
monografia;;;;;;Il Mondo nuovo. Milano, 1890-1915;Milano;Electa - Bocconi;2002;;;;;287
monografia;;;;Simoncelli, Paolo;;La Normale di Pisa. Tensioni e consenso (1928-1938). Appendice 1944-1949;Milano;Franco Angeli;1998;;;;;236
monografia;;;;Baldi, Bernardino;;Le vite de' matematici. Edizione annotata e commentata della parte medievale e rinascimentale,  a cura di Elio Nenci;Milano;Franco Angeli;1998;;;;;624
monografia;;;;Forti Messina, Annalucia;;Il sapere e la clinica. La formazione professionale del medico nell'Italia unita;Milano;Franco Angeli;1998;;;;;277
poligrafia;;;;Baldi, Maria Luisa - Canziani, Guido;a cura di;Girolamo Cardano: le opere, le fonti, la vita;Milano;Franco Angeli;1999;;;;;589
poligrafia;;;;Giuntini, Andrea - Minesso, Michela;a cura di;Gli ingegneri in Italia tra '800 e '900;Milano;Franco Angeli;1999;;;;;165
poligrafia;;;;Palomba, Rossella;a cura di;Figlie di Minerva. Primo rapporto sulle carriere femminili negli Enti Pubblici di Ricerca italiani;Milano;Franco Angeli;2000;;;;;187
poligrafia;;;;Lacaita, Carlo G. - Silvestri, Andrea;a cura di;Francesco Brioschi e il suo tempo (1824-1897). Vol 1. Saggi;Milano;Franco Angeli;2000;;;;;473
poligrafia;;;;D'Orsi, Angelo;a cura di;La vita degli studi. Carteggio Gioele Solari - Norberto Bobbio, 1931-1952;Milano;Franco Angeli;2000;;;;;233
poligrafia;;;;Lacaita, Carlo G.;a cura di;Francesco Brioschi e il suo tempo (1824-1897). Vol 3. Scritti e discorsi;Milano;Franco Angeli;2000;;;;;380
poligrafia;;;;Brunati, Cristina - Franchetti, Daniela - Papagna, Patrizia - Pozzi, Paolo;a cura di;Francesco Brioschi e il suo tempo (1824-1897). Vol 2. Inventari;Milano;Franco Angeli;2000;;;;;543
poligrafia;;;;Broggini, Renata - Capelli, Anna;a cura di ;Antisemitismo in Europa negli anni Trenta. Legislazioni a confronto;Milano;Franco Angeli;2001;;;;;303
monografia;;;;Cicalese, Maria Luisa;;La luce della storia. Gioacchino Volpe a Milano tra religione e politica;Milano;Franco Angeli;2001;;;;;158
monografia;;;;D'Amico, Rita - Gelli, Bianca - Mannarini, Terri;;L'università delle donne. Saperi a confronto;Milano;Franco Angeli;2002;;;;;231
monografia;;;;Labardi, Andrea;;"La Facoltà giuridica senese e la Restaurazione; con il testo delle Istituzioni civili di Pietro Capei";Milano;Giuffrè;2000;;;;;284
monografia;;;;Cavina, Marco;;Carlo Ruini. Una 'autorità' del diritto comune fra Reggio Emilia e Bologna, fra XV e XVI secolo;Milano;Giuffrè;1998;;;;;202
monografia;;;;Cocchiara, M. Antonella;;Vito La Mantia e gli studi storico-giuridici nella Sicilia dell'Ottocento;Milano;Giuffrè;1999;;;;;622
poligrafia;;;;De Marini, Annamaria;a cura di;Il Palazzo dell'Università di Genova;Milano;Giuffrè;1999;;;;;129
monografia;;;;Bargagli, Roberta;;Bartolomeo Sozzini. Giurista e politico (1436-1506);Milano;Giuffrè;2000;;;;;255
poligrafia;;;;Finocchi, Renato - Fiorentino, Luigi - Mari, Angelo;a cura di;Gli statuti delle università;Milano;Giuffrè;2000;;;;;154
monografia;;;;De Marini, Annamaria;;L'Albergo dei poveri apre le porte all'Università;Milano;Giuffrè;2000;;;;;152
monografia;;;;Valsecchi, Chiara;;Oldrado da Ponte e i suoi consilia. Un'auctoritas del primo Trecento;Milano;Giuffrè;2001;;;;;841
monografia;;;;Speciale, Giuseppe;;Antologia giuridica. Laboratori e rifondazioni di fine Ottocento;Milano;Giuffrè;2001;;;;;222
monografia;;;;Calabrò, Vittoria;;Istituzioni universitarie e insegnamento del diritto in Sicilia (1767-1885);Milano;Giuffrè;2002;;;;;403
poligrafia;;;;Cassese, Sabino;a cura di;Il diritto pubblico nella seconda metà del XX secolo;Milano;Giuffrè;2002;;;;;1014-1644
poligrafia;;;;Malatesta, Maria;a cura di;Corpi e professioni tra passato e futuro;Milano;Giuffrè;2002;;;;;203
monografia;;;;De Salvo, Patrizia;;La cultura delle riviste giuridiche siciliane dell'Ottocento;Milano;Giuffrè;2002;;;;;733
monografia;;;;Rosso, Paolo;;Il Semideus di Catone Sacco;Milano;Giuffrè ;2001;;;;;167
poligrafia;;;;Azzi Visentini, Margherita;a cura di;L'arte dei giardini. Scritti teorici e pratici dal XIV al XIX secolo;Milano;Il Polifilio;1999;2 voll.;;;;
poligrafia;;;;Di Sieno, Simonetta - Guerraggio, Angelo - Nastasi, Pietro;a cura di;La matematica italiana dopo l'Unità. Gli anni tra le due guerre mondiali;Milano;Marcos y Marcos;1998;;;;;968
poligrafia;;;;Di Sieno, Simonetta - Guerreggio, Angelo- Nastasi, Pietro;a cura di;La matematica italiana dopo l'Unità. Gli anni tra le due guerre mondiali;Milano;Marcos Y Marcos;1998;;;;;968
poligrafia;;;;Silvestri, Andrea;a cura di;Energia, luce, movimento. Le collezioni storiche del Dipartimento di Elettrotecnica;Milano;Politecnico - Hoepli;2002;;;;;226
poligrafia;;;;Antonelli, Paola;a cura di ;Ad honorem. Achille Castiglioni, Gillo Dorfles, Tomas Maldonado, Ettore Sottsass, Marco Zanuso. Antologia;Milano;Politecnico di Milano;2001;;;;;250
poligrafia;;;;;;Da 'Il Politecnico' di Cattaneo al Politecnico di Brioschi ;Milano;Politecnico di Milano;2002;;;;;1 CD ROM
monografia;;;;Caloia, Angelo;;Francesco Vito. L'economia politica di un cristiano economista;Milano;Rusconi;1998;;;;;206
poligrafia;;;;Galbani, Annamaria;a cura di;Donne politecniche. Atti del Convegno e catalogo della Mostra, Milano, 22 maggio 2000;Milano;Scheiwiller;2001;;;;;190
poligrafia;;;;Silvestri, Andrea;a cura di;Galileo Ferraris e l'AEI. Uomini e sodalizi della scienza elettrica. Atti del convegno e catalogo della mostra, Milano-Livorno Ferraris, marzo-maggio 1997;Milano;Scheiwiller;1998;;;;;150
poligrafia;;;;Riccini, Raimonda;a cura di;Il contributo del disegno industriale. Note di cultura politecnica. Piccola antologia di scritti scelti;Milano;Scheiwiller;1999;;;;;132
poligrafia;;;;Cortellessa, Andrea - Galbani, Annamaria - Isella, Dante - Iovinelli, Maria Teresa - - Salerno, Rossella - Selvafolta, Ornella - Silvestri, Andrea;a cura di;Nella biblioteca di Carlo Emilio Gadda. Con un testo inedito di Gadda. Atti del convegno e catalogo della mostra, Milano marzo-aprile 1999;Milano;Scheiwiller;2000;;;;;155
articolo in volume miscellaneo;;;;Galbani, Annamaria;a cura di;Donne politecniche. Atti del Convegno e catalogo della Mostra, Milano, 22 maggio 2000;Milano;Scheiwiller;2001;;;;;173-190
poligrafia;;;;Della Peruta, Franco - Lacaita, Carlo G. - Mazzocca, Fernando;a cura di;I volti di Carlo Cattaneo (1801-1869). Un grande italiano del Risorgimento;Milano;Skira;2001;;;;;230
poligrafia;;;;Leotta, Nicolò;a cura di;La nascita di una università nuova: Milano-Bicocca. Dal lavoro di fabbrica alla fabbrica del sapere;Milano;Skira;2002;;;;;215
poligrafia;;;;Romano, Marzio Achille;a cura di;Faremo una grande università. Girolamo Palazzina - Giovanni Gentile. Un epistolario (1930-1938);Milano;Università commerciale Luigi Bocconi;1999;;;;;557
poligrafia;;;;Romani, Marzio Achille;a cura di;Da ieri ho l'inferno nel cuore. Girolamo Palazzina - Giovanni Gentile. Un epistolario (1930-1944);Milano;Università commerciale Luigi Bocconi;2000;;;;;425
poligrafia;;;;Buccellati, Graziella;a cura di;La Collezione Garneir Valletti dell'Istituto di coltivazioni arboree. Patrimonio artistico dell'Università degli Studi;Milano;Università degli studi;1998;;;;;195
monografia;;;;;;La nostra Università'. Il C.R.U.S.M. presenta la 1. mostra storica fotografica delle Università italiane;Milano;Università degli studi;1999;;;;;223
poligrafia;;;;;;L'Università Cattolica a 75 anni dalla fondazione. Riflessioni sul passato e prospettive per il futuro;Milano;Vita e Pensiero;1998;;;;;530
monografia;;;;Battistini, Andrea;;Galileo e i gesuiti. Miti letterari e retorica della scienza;Milano;Vita e Pensiero;2000;;;;;419
poligrafia;;;;Ghidelli, Carlo - Manzoni, Gian Enrico;a cura di;Messaggi e discorsi di Giovanni Battista Montini all'Università Cattolica;Milano;Vita e Pensiero;2001;;;;;172
monografia;;;;Signori, Elisa;;Minerva a Pavia. L'ateneo e la città tra guerre e fascismo;Milano ;Cisalpino;2002;;;;;346
monografia;;;;Dotti Messori, Gianna;;Patrimonio dell'Università degli Studi. Inventario;Modena;Comune di Modena;1998;;;;;55
poligrafia;;;;Università degli studi di Modena, Dipartimento di matematica pura ed applicata G. Vitali.;;La matematica a Modena dal Medio Evo all'attuale dipartimento;Modena;Il Fiorino;1998;;;;;130
monografia;;;;Pérez Martín, Antonio ;;Españoles en el Alma Mater Studiorum. Profesores hispanos en Bolonia (de fines del siglo XII a 1799);Murcia;Universidad de Murcia;1999;;;;;125
poligrafia;;;;Salvatore, Emilio;a cura di;I gesuiti a Napoli. Lo studio teologico di Posilippo (1898-1999);Napoli;Collegium Professorum S.I.;2000;;;;;207
monografia;;;;Trama, Luciana;;Un'opera Pia nell'Italia unita. Il Suor Orsola Benincasa dall'Unità alla nascita del Magistero;Napoli;Editoriale scientifica;2000;;;;;224
monografia;;;;Fiorelli, Vittoria;;Una santa della città. Suor Orsola Benincasa e la devozione napoletana tra Cinquecento e Seicento;Napoli;Editoriale scientifica;2001;;;;;274
monografia;;;;Gatto, Romano;;Storia di una anomalia: le facoltà di scienze dell'Università di Napoli tra l'unità d'Italia e la riforma Gentile, 1860-1923;Napoli;Fridericiana editrice universitaria;2000;;;;;612
monografia;;;;Li Voti, Pietro;;Medicina accademica. Appunti per una storia della Facoltà medica di Palermo;Napoli;Idelson-Gnocchi;2001;;;;;162
poligrafia;;;;Gualdo, Rosa Lucia ;a cura di;Gasparino Barzizza e la rinascita degli studi classici: fra continuità e rinnovamento. Atti del seminario di Studi (Napoli - Palazzo Sforza, 11 aprile 1997);Napoli;Istituto Universitario Orientale;1999;;;;;316
poligrafia;;;;D'Arelli, Francesco - Fatica, Michele;a cura di;La missione cattolica in Cina tra i secoli XVIII-XIX. Matteo Ripa e il Collegio dei cinesi. Atti del colloquio internazionale di Napoli, 11-12 febbraio 1997;Napoli;Istituto Universitario Orientale;1999;;;;;488
monografia;;;;Fatica, Michele;;Le sedi dell'Istituto Universitario Orientale (1729-2000);Napoli;Istituto Universitario Orientale;2002;;;;;90
monografia;;;;Del Bagno, Ileana;;Il Collegio Napoletano dei dottori. Privilegi, decreti, decisioni;Napoli;Jovene;2000;;;;;310
monografia;;;;Varriale, Roberta;;La Facoltà di giurisprudenza della Regia Università di Napoli: un archivio ritrovato (1881-1923);Napoli;Jovene;2000;;;;;480
poligrafia;;;;Porciani, Ilaria;a cura di;Università e scienza nazionale;Napoli;Jovene;2001;;;;;213
monografia;;;;Cammisa, Francesco;;L'Università di Napoli nella seconda metà del '700. Documenti e profilo delle riforme;Napoli;Jovene;2001;;;;;436
monografia;;;;Pacia, Olindo;;Giulio Nicolò Torno. Un teologo e giurista del Settecento napoletano;Napoli;Liguori;1999;;;;;245
monografia;;;;Lomonaco, Fabrizio;;Tolleranza e libertà di coscienza. Filosofia, diritto e storia tra Leida e Napoli nel secolo XVIII;Napoli;Liguori;1999;;;;;247
monografia;;;;Piacentini, Patrizia;;La biblioteca e gli archivi di egittologia del Dipartimento di scienze dell'antichità dell'Università degli studi di Milano;Novara;Nuova Tipografia San Gaudenzio;2002;;;;;16
poligrafia;;;;Poppi, Antonino - Riondato, Ezio;a cura di;Cesare Cremonini. Aspetti del pensiero e scritti. Atti del convegno di studio (Padova, 26-27 febbraio 1999);Padova;Accademia galileiana di scienze, lettere ed arti in Padova;2000;2 voll.;;;;
poligrafia;;;;Gamba, Antonio - Rossetti, Lucia;a cura di;Acta nationis Germanicae artistarum (1663-1694)  ;Padova;Antenore;1999;;;;;433
poligrafia;;;;Dalla Francesca, Elisabetta - Rossetti, Lucia;a cura di;Acta Nationis Germanicae Artistarum (1694-1769);Padova;Antenore;2002;;;;;462
monografia;;;;Zordan, Giorgio;;Dall'Università dei Giuristi alla Facoltà di giurisprudenza nello Studio patavino;Padova;Cedam;1999;;;;;52
monografia;;;;Di Noto Marrella, Sergio;;Il Collegio dei dottori e giudici e la Facoltà legale parmense in età farnesiano-borbonica (1545-1802);Padova;Cedam;2001;;;;;643
monografia;;;;Turco, Aldo;;Mezzo secolo di chimica nella Facoltà di Scienze. La mia cronistoria;Padova;Cleup;1999;;;;;189
monografia;;;;Baldini, Ugo;;Saggi sulla cultura della Compagnia di Gesù (secoli XVI-XVIII);Padova;Cleup;2000;;;;;367
poligrafia;;;;Penzo Doria, Gianni;a cura di;Thesis 99. Progetto per la gestione e tutela delle tesi di laurea. Atti della 2a Conferenza organizzativa degli archivi delle università italiane (11-12 novembre 1999);Padova;Cleup;2001;;;;;376
poligrafia;;;;Xodo, Carla;a cura di;L'università che cambia. Atti del Convegno, 28-29-30 ottobre 1998;Padova;Cleup;2000;3 voll.;;;;
monografia;;;;Pastori Bassetto, Ivana ;;L'ospedale di San Francesco a Padova (s. XVI - XVIII);Padova;Cleup;2001;;;;;159
poligrafia;;;;Bartoli Langeli, Attilio - Gallo, Donato;a cura di;Le pergamene del Dipartimento di Storia dell'Universita di Padova, 1199-1236;Padova;Cleup;2001;;;;;146
poligrafia;;;;Penzo Doria, Gianni;a cura di;Studium 2000. Atti della 3a Conferenza organizzativa degli archivi delle università italiane;Padova;Cleup;2002;;;;;367
poligrafia;;;;Gruppo di coordinamento del progetto Studium 2000;a cura di;1° Rapporto sugli archivi delle università italiane;Padova;Cleup;2002;;;;;293
poligrafia;;;;Pistoia, Ugo;a cura di;Voci d'archivio. La scuola di Paolo Sambin;Padova;Cleup;2002;;;;;142
monografia;;;;Sambin, Paolo;;Per le biografie di Angelo Beolco, il Ruzante, e di Alvise Cornaro. Restauri di archivio, rivisti e aggiornati da Francesco Piovan;Padova;Esedra;2002;;;;;248
poligrafia;;;;Domenichini, Riccardo;a cura di;Giuseppe Torres (1872-1935). Inventario analitico dell'archivio;Padova;Il Poligrafo;2001;;;;;276
monografia;;;;Busetto, Franco;;Studenti universitari negli anni del duce. Il consenso, le contraddizioni, la rottura;Padova;Il Poligrafo;2002;;;;;317
monografia;;;;Rippa Bonati, Maurizio - Terribile Wiel Marin, Vito;;Simposio su Bernardino Ramazzini e il suo tempo (Padova, 20 settembre 2000);Padova;La Garangola;2001;;;;;120
poligrafia;;;;Del Negro, Piero;a cura di;L'Università di Padova. Otto secoli di storia;Padova;Signum ;2002;;;;;294
poligrafia;;;;Piovan, Francesco;a cura di;Gli studenti nella storia dell'Università di Padova. Cinque conferenze;Padova;Università degli studi;2002;;;;;95
poligrafia;;;;Università degli Studi di Padova, Centro Musei scientifici;;La curiosità e l'ingegno. Collezionismo scientifico e metodo sperimentale a Padova nel Settecento;Padova;Università degli studi di Padova, Centro Musei scientifici;2000;;;;;257
monografia;;;;Verger, Jacques;;Conférence d'ouverture, 12 octobre 1999;Paris;A la Sorbonne;2001;;;;;59
poligrafia;;;;Fumaroli, Marc;sous la direction de;Les origines du collège de France (1500-1560). Actes du colloque international (Paris, decembre 1998);Paris;Collège de France - Klincksieck;1998;;;;;449
