tipologia;autore_saggio;precisazione_ autore;titolo_saggio;autore_curatore_volume;precisazione_curatore;titolo_volume;luogo;editore;anno;volumi;rivista;annata;fascicolo;pagine
articolo in volume miscellaneo;Zorzi, Marino;;La Biblioteca Marciana;Sitran Rea, Luciana;a cura di;Istituzioni culturali, scienza, insegnamento nel Veneto dall'età delle riforme alla Restaurazione (1761-1818). Atti del convegno di studi, Padova, 28-29 maggio 1998;Trieste;Lint;2000;;;;;211-225
articolo in volume miscellaneo;Zorzoli, Maria Carla;;Docenti dell'Università di Pavia tra Sei e Settecento. Gli uomini, le idee, la Facoltà di Giurisprudenza tra diritto locale ed erudizione;;;A Ennio Cortese. Scritti promossi da Domenico Maffei e raccolti a cura di Italo Birocchi;Roma;Il Cigno Galileo Galilei;2001;3;;;;480-510
articolo in volume miscellaneo;Zotto, Davide;;Le epigrafi per laurea degli anni Quaranta dell'Ottocento tra immaginario e realtà;Piovan, Francesco - Sitran Rea, Luciana;a cura di;Studenti, università, città nella storia padovana.  Atti del convegno, Padova 6-8 febbraio 1998;Trieste;Lint;2001;;;;;505-520
articolo in volume miscellaneo;Zucconi, Guido;;L'Istituto Universitario di Venezia (I.U.A.V.);Isnenghi, Mario - Woolfe, Stuart;a cura di;Storia di Venezia. Vol 3. L'Ottocento e il Novecento;Roma;Istituto della Enciclopedia italiana;2002;;;;;1913-1924
;;;;;;;;;;;;;;
monografia;;;;Gouron, André;;Juristes et droits savants: Bologne et la France médiévale;Aldershot etc.;Ashgate Variorum;2000;;;;;304
monografia;;;;Kohl, Benjamin G.;;Culture and politics in Early Renaissance Padua;Aldershot etc.;Ashgate Variorum;2001;;;;;318
monografia;;;;Witt, Ronald G. ;;Italian Humanism and Medieval Rhetoric;Aldershot etc.;Ashgate Variorum;2001;;;;;308
poligrafia;;;;Fassò, Andrea - Formisano, Luciano - Mancini, Mario;a cura di;Filologia romanza e cultura medievale. Studi in onore di Elio Melli;Alessandria;Edizioni dell'Orso;1998;2 voll.;;;;
monografia;;;;Romagnani, Gian Paolo;;Fortemente moderati'. Intellettuali subalpini fra Sette e Ottocento;Alessandria;Edizioni dell'Orso;1999;;;;;240
monografia;;;;Lazzarini, Ennio;;Università italiane. Stemmi, sigilli, medaglie;Alessandria;Edizioni dell'Orso;2002;;;;;204
poligrafia;;;;Bona, Gianni - Cantino Wataghin, Gisella;a cura di;Passato futuro. I luoghi dell'Università degli Studi del Piemonte orientale 'Amedeo Avogadro';Alessandria etc.;s.n.;2002;;;;;237
monografia;;;;Pomata, Gianna;;Contracting a Cure. Patient, Healers, and the Law in Early Modern Bologna;Baltimore;The Johns Hopkins University Press;1998;;;;;294
monografia;;;;Grendler, Paul F.;;Universities of the Italian Renaissance;Baltimore - London;The Johns Hopkins University Press;2002;;;;;592
monografia;;;;Paruto, Giovanni ;;Gli statuti dell'autonomia universitaria;Bari;Cacucci;2001;;;;;92
monografia;;;;Guarini, Battista;;La didattica del greco e del latino. De ordine docendi ac studendi e altri scritti a cura di Luigi Piacente;Bari;Edipuglia;2002;;;;;258
monografia;;;;Lovato, Andrea ;;Diritto romano e scuola storica nell'Ottocento napoletano;Bari;Laterza;1999;;;;;171
monografia;;;;Ponzio, Pietro;;Copernicanesimo e teologia. Scrittura e natura in Campanella, Galilei e Foscarini;Bari;Levante;1998;;;;;193
monografia;;;;Buono, Vito - Delle Foglie, Angela;;Bari e la sua università;Bari;Levante;2002;;;;;123
poligrafia;;;;Fumai, Pino -  Savino, Gino;a cura di;Noi siam le colonne'. Bari dal dopoguerra al boom;Bari;Mario Adda;2000;;;;;258
monografia;;;;Schwinges, Rainer Christoph ;herausgegeben von;Humboldt International. Der Export des deutschen Universitatsmodells im 19. und 20. Jahrhundert;Basel;Schwabe & Co.;2001;;;;;503
poligrafia;;;;Schmutz, Jürg;;Juristen für das Reich. Die deutschen Rechtsstudenten an der Universität Bologna 1265-1425. Teil 1. Text;Basel;Schwabe & Co. AG;2000;;;;;311
poligrafia;;;;Schmutz, Jürg;;Juristen für das Reich. Die deutschen Rechtsstudenten an der Universität Bologna 1265-1425. Teil 2. Personenkatalog und Ortsregister;Basel;Schwabe & Co. AG;2000;;;;;317-800
poligrafia;;;;Conte, Paolo;a cura di;1904-2001. Un secolo di tesi di laurea di argomento bellunese;Belluno;Tipografia Piave;2002;;;;;62
poligrafia;;;;Pagani, Lelio;a cura di;L'Ateneo dall'età napoleonica all'unità d'Italia. Documenti e storia della cultura a Bergamo;Bergamo;Edizioni dell'Ateneo;2001;;;;;351
poligrafia;;;;Bani, Luca - Sirtori, Marco - Tadini, Francesco;a cura di;Catalogo delle lettere e delle opere di Lorenzo Mascheroni;Bergamo;Secomandi;2000;;;;;490
poligrafia;;;;Ascheri, Mario - Baumgärtner, Ingrid - Kirshner, Julius;edited by;Legal consulting in the civil law tradition  ;Berkeley;Robbins Collection;1999;;;;;401
poligrafia;;;;Cristallini, Ilaria;a cura di;Archivi degli studenti. Il Corso di perfezionamento per i licenziati dalle scuole normali (1905-1923);Bologna;Archivio Storico Università di Bologna;2002;;;;;240
monografia;;;;Pasquino, Laura;;Adolfo Levi (1878-1948). Critica scettica e storia della filosofia;Bologna;Cisalpino;1998;;;;;289
poligrafia;;;;Sottili, Agostino;a cura di;Lauree Pavesi nella seconda metà del '400, 2 (1476-1490);Bologna;Cisalpino;1998;;;;;385
monografia;;;;Andreoni, Anna - Demuru, Paola;;La Facoltà politico legale dell'Università di Pavia nella Restaurazione (1815-1848). Docenti e studenti;Bologna;Cisalpino;1999;;;;;445
poligrafia;;;;Gresleri, Giuliano et al.;scritti di;La casa dell'Università. Lo sviluppo edilizio dell'Ateneo di Bologna dal 1986 al 2000;Bologna;Clueb;2000;;;;;283
monografia;;;;González-Varas Ibáñez, Ignacio;;Dietro il muro del Collegio di Spagna;Bologna;Clueb;1998;;;;;221
monografia;;;;Tamba, Giorgio;;Una corporazione per il potere. Il notariato a Bologna in età comunale;Bologna;Clueb;1998;;;;;396
monografia;;;;Malfitano, Alberto;;Alimentazione e studenti nella Bologna medievale e moderna;Bologna;Clueb;1998;;;;;118
poligrafia;;;;Negrini, Daniela;a cura di;Repertorio nazionale degli storici dell'università. 1993-1997;Bologna;Clueb;1998;;;;;74
monografia;;;;Bartolucci, Marina - Puccini, Clemente;;La medicina legale nella Università di Bologna;Bologna;Clueb;1998;;;;;197
poligrafia;;;;Accorsi, Maria Luisa;a cura di;La Matricola. Die Matrikel, 1573-1602, 1707-1727;Bologna;Clueb;1999;;;;;239
monografia;;;;Mola, Aldo Alessandro;;Corda Fratres. Storia di una associazione internazionale studentesca nell'età dei grandi conflitti, 1898-1948;Bologna;Clueb;1999;;;;;202
poligrafia;;;;Bonoli, Fabrizio - Zuccoli, Marina;a cura di;Guido Horn D'Arturo e lo specchio a tasselli;Bologna;Clueb;1999;;;;;103
monografia;;;;Huber, Antonella;;Le ragioni del museo. Una lettura museografica delle collezioni dell'Università di Bologna;Bologna;Clueb;1999;;;;;123
poligrafia;;;;Brizzi, Gian Paolo - Romano, Andrea;a cura di;Studenti e dottori nelle università italiane (origini XX secolo). Atti del convegno di studi, Bologna, 25-27 novembre 1999;Bologna;Clueb;2000;;;;;401
monografia;;;;Rossi, Guido;;Statuta Goliardica;Bologna;Clueb;2000;;;;;42
poligrafia;;;;Battistini, Pierluigi - Bonoli, Fabrizio - Braccesi, Alessandro - Buzzetti, Dino;edited by;Seventh centenary of the teaching of astronomy in Bologna 1297-1997. Proceedings of tne meeting held in Bologna of the Accademia delle scienze on July 21, 1997;Bologna;Clueb;2001;;;;;212
monografia;;;;Gasnault, François;;La cattedra, l'altare, la nazione. Carriere universitarie nell'Ateneo di Bologna, 1803-1859;Bologna;Clueb;2001;;;;;277
monografia;;;;Bònoli, Fabrizio - Piliarvu, Daniela;;I lettori di astronomia presso lo Studio di Bologna dal XII al XX secolo;Bologna;Clueb;2001;;;;;282
monografia;;;;Brizzi, Gian Paolo ;;Bologna 1938. Silence and remembering. The racial laws and the foreign Jewish Students at the University of Bologna;Bologna;Clueb;2002;;;;;103
monografia;;;;Ravagli, Federico;;Dino Campana e i goliardi del suo tempo (1911-1914). Autografi e documenti, confessioni e memorie;Bologna;Clueb;2002;;;;;151
poligrafia;;;;Pepe, Luigi;a cura di;Universitari italiani nel Risorgimento;Bologna;Clueb;2002;;;;;252
monografia;;;;Dröscher, Ariane;;Le facoltà medico-chirurgiche italiane (1860-1915). Repertorio delle cattedre e degli stabilimenti annessi, dei docenti, dei liberi docenti e del personale scientifico;Bologna;Clueb;2002;;;;;519
poligrafia;;;;Neri, Silvia - Penuti, Carla;a cura di;Annales, 1595-1619;Bologna;Clueb;2002;;;;;349
poligrafia;;;;Brizzi, Gian Paolo - Greci, Roberto;a cura di;Gesuiti e Università in Europa (secoli XVI-XVIII). Atti del Convegno di studi. Parma, 13-15 dicembre 2001;Bologna;Clueb;2002;;;;;460
monografia;;;;Monti, Vincenzo;;Lezioni di eloquenza e Prolusioni accademiche;Bologna;Clueb;2002;;;;;491
poligrafia;;;;Arieti, Stefano - Mirri, Domenico;a cura di;La cattedra negata. Dal giuramento di fedeltà al fascismo alle leggi razziali nell'Università di Bologna;Bologna;Clueb;2002;;;;;223
monografia;;;;Benvenuto, Grazia;;'Una vita esemplare'. Storia di un medico nella Genova barocca;Bologna;Clueb;2002;;;;;197
poligrafia;;;;Cassese, Sabino;a cura di;Il testo unico delle norme sull'Università;Bologna;Clueb;2002;;;;;215
monografia;;;;Angelozzi, Giancarlo - Casanova, Cesarina;;Diventare cittadini. La cittadinanza ex privilegio a Bologna (secoli XVI-XVIII);Bologna;Comune di Bologna;2000;;;;;535
poligrafia;;;;Giansante, Massimo;a cura di;Carducci e il medioevo bolognese fra letteratura e archivi;Bologna;Deputazione di Storia Patria;2011;;;;;213
poligrafia;;;;Autiero, Antonio - Genovese, Alessandro;a cura di;Antonio Rosmini e l'idea della libertà. Atti del VII convegno internazionale di studi rosminiani (Rovereto, 8-10 marzo 1999);Bologna;EDB;2001;;;;;215
poligrafia;;;;Malaguti, Giulio - Ropa, Giampaolo;a cura di;Vitale e Agricola. Sancti doctores. Città, Chiesa, studio nei testi agiografici bolognesi del XII secolo;Bologna;EDB;2001;;;;;215
poligrafia;;;;Poli, Marco;a cura di;Luigi Galvani (1737-1798). Atti;Bologna;Fondazione del Monte di Bologna e Ravenna;1998;;;;;93
monografia;;;;Israel, Giorgio - Nastasi, Pietro;;Scienza e razza nell’Italia fascista;Bologna;Il Mulino;1998;;;;;408
monografia;;;;Capano, Giliberto;;La politica universitaria;Bologna;Il Mulino;1998;;;;;324
monografia;;;;Verger, Jacques;;Gli uomini di cultura nel Medioevo;Bologna;Il Mulino;1999;;;;;270
poligrafia;;;;Blanco, Luigi ;a cura di;Amministrazione, formazione e professione: gli ingegneri in Italia tra Sette e Ottocento;Bologna;Il Mulino;2000;;;;;534
poligrafia;;;;D'Orsi, Angelo;a cura di;La città, la storia, il secolo. Cento anni di storiografia a Torino;Bologna;Il Mulino;2001;;;;;335
monografia;;;;ISTAT;;Donne all'Università;Bologna;Il Mulino;2001;;;;;126
poligrafia;;;;Varni, Angelo;a cura di;Giuseppe Ceneri. L'avvocato, lo studioso, il politico;Bologna;Il Mulino;2002;;;;;195
poligrafia;;;;Campbell, Alphonso P. - Pini, Vergilio;curantibus;Magistri Guidonis Fabe Rota Nova ex codice manuscripto oxoniensi New College 255 nunc primum prodit ;Bologna;Istituto per la Storia dell'Università di Bologna;2000;;;;;515
monografia;;;;Dall'Olio, Guido;;Eretici e Inquisitori nella Bologna del Cinquecento;Bologna;Istituto per la Storia di Bologna;1999;;;;;479
monografia;;;;Giumanini, Michelangelo L.;;Tra disegno e scienza. Gli studenti dell'Accademia di Belle Arti di Bologna (1803-1876);Bologna;Minerva;2002;;;;;381
monografia;;;;Tinti, Paolo;;La libraria dei Gesuiti di Modena. Il fondo antico dal Collegio di S.Bartolomeo al liceo Muratori;Bologna;Pàtron;2001;;;;;350
poligrafia;;;;Bazzocchi, Marco Antonio - Cacho Millet, Gabriel ;a cura di;I portici della poesia: Dino Campana a Bologna (1912-1914);Bologna;Pàtron;2002;;;;;196
monografia;;;;Tamburri, Pascual;;Natio hispanica'. Juristas y estudiantes españoles en Bolonia antes de la fundación del Colegio de España;Bologna;Real Colegio de España;1999;;;;;293
monografia;;;;Peperoni, Laura - Zuccoli, Marina;;Progetto scienza per tutti: dalle carte degli astronomi bolognesi ai loro libri;Bologna;Università degli studi di Bologna;2002;;;;;1 CD ROM
poligrafia;;;;Brunelli, Benito - Gemelli, Giuliana;a cura di;All'origine dell'ingegneria gestionale in Italia. Materiali per un cantiere di ricerca. Atti del Seminario di studi tenuto il 9 maggio 1997 presso la Biblioteca centrale G. P. Dore della Facoltà di ingegneria dell'Università di Bologna;Bologna;Università degli studi, Facoltà di Ingegneria, Biblioteca centrale G. P. Dore;1998;;;;;154
poligrafia;;;;Brizzi, Gian Paolo - Negrini, Daniela;a cura di;Archivi degli studenti. Facoltà di lettere e filosofia (1860-1930);Bologna;Università di Bologna, Archivio Storico;2002;;;;;127
poligrafia;;;;Bresadola, Marco - Pancaldi, Giuliano;edited by;Luigi Galvani International workshop. Proceedings (Bologna, 9 october 1998);Bologna;Università, Dipartimento di filosofia, Centro internazionale per la storia delle università e della scienza;1999;;;;;215
monografia;;;;Porro, Alessandro;;Chirurgia e chirurghi fra Lombardia, Veneto e Vienna nell'età della Restaurazione. Bartolomeo Signorini, clinico chirurgo a Pavia (1824-1830);Brescia;CLUB;2000;;;;;343
poligrafia;;;;Veggetti, Alba;a cura di;Atti del III convegno nazionale di storia della medicina veterinaria, Lastra a Signa (FI) 23-24 settembre 2000;Brescia;Fondazione iniziative zooprofilattiche e zootecniche;2001;;;;;383
poligrafia;;;;Onger, Sergio - Taccolini, Mario;a cura di;L'Ente universitario della Lombardia Orientale. Trent'anni per l'Università bresciana;Brescia;Grafo;2000;;;;;157
monografia;;;;Sani, Filippo;;Collegi, seminari e conservatori nella Toscana di Pietro Leopoldo. Tra progetto pedagogico e governo della società;Brescia;La Scuola;2001;;;;;303
monografia;;;;Negruzzo, Simona ;;Collegij a forma di seminario. Il sistema di formazione teologica nello Stato di Milano in età spagnola;Brescia;La Scuola;2001;;;;;535
monografia;;;;Dossi, Michele;;Profilo filosofico di Antonio Rosmini;Brescia;Morcelliana;1998;;;;;347
monografia;;;;Pannenberg, Wolfhart;;Fondamenti dell'etica. Prospettive filosofico-teologiche;Brescia;Queriniana;1998;;;;;214
monografia;;;;Caimi, Luciano;;Brescia e il suo 'carisma' pedagogico. Figure ed esperienze educative tra Ottocento e Novecento;Brescia;Università Cattolica del Sacro Cuore;1999;;;;;44
poligrafia;;;;Gemelli, Giuliana;edited by;The unacceptables. American Foundation and the Refugee scholars between the two Wars and After;Bruxelles etc.;PIE - Peter Lang;2000;;;;;306
monografia;;;;Fanni, Enrico;;Sebastiano Perra (Sinnai 1772 - Cagliari 1826). Un medico ippocratico nell'Ottocento cagliaritano. Contributo alla conoscenza della storia della medicina sarda;Cagliari;Aipsa;2002;;;;;189
poligrafia;;;;Cacioppo, Giovanni;a cura di;L' abbandono dell'università in Sicilia;Caltanisetta;Sciascia;2001;;;;;139
;;;;Richardson, Brian ;;Printing, writers and readers in Renaissance Italy;Cambridge;Cambridge University Press;1999;;;;;220
monografia;;;;Winroth, Anders;;The Making of Gratian's Decretum;Cambridge;Cambridge University Press;2000;;;;;245
monografia;;;;Black, Robert ;;Humanism and education in medieval and Renaissance Italy. Tradition and innovation in Latin schools from the Twelfth to the Fifteenth century;Cambridge;Cambridge University Press;2001;;;;;489
monografia;;;;MacLean, Ian;;Logic, Signs and Nature in the Renaissance: The Case of Learned Medicine;Cambridge;Cambridge University Press;2001;;;;;407
monografia;;;;MacLean, Ian;;Logic, signs and nature in the Renaissance. The case of learned medicine;Cambridge;Cambridge University Press;2002;;;;;407
monografia;;;;Woolfson, Jonathan;;Padua and the Tudors. English students in Italy, 1485-1603;Cambridge;James Clarke & Co.;1998;;;;;322
monografia;;;;O'Boyle, Cornelius;;Thirteenth and Fourteenth century copies of the Ars medicine. A checklist and contents descriptions of the manuscripts;Cambridge - Barcelona;Cambridge Wellcome Unit for the History of Medicine - CSIC Department of History of Science;1998;;;;;165
monografia;;;;Salmón, Fernando;;Medical classroom practice. Petrus Hispanus’ questions on Isagoge, Tegni, Regimen acutorum and Prognostica (c. 1245-50) (MS Madrid B.N. 1877, fols 24rb-141vb);Cambridge - Barcelona;Cambridge Wellcome Unit for the History of Medicine - CSIC Department of History of Science;1998;;;;;258
monografia;;;;Arrizabalaga, Jon;;The Articella in the early press, c. 1476-1534;Cambridge - Barcelona ;Cambridge Wellcome Unit for the History of Medicine - CSIC Department of History of Science;1998;;;;;83
monografia;;;;Falaschi, Pier Luigi;;'Studium generale vigeat'. Alle origini della Università di Camerino;Camerino;Università degli studi di Camerino;2000;;;;;217
monografia;;;;Ubrizsy Savoia, Andrea ;;Mappe ed inventari inediti del Palazzo Apostolico e dell'Orto Botanico di Camerino degli anni 1802-1829;Camerino;Università degli studi;2001;;;;;118
monografia;;;;Marconato, Ruggiero;;La famiglia Polcastro (sec. XV-XIX). Personaggi, vicende e luoghi di storia padovana;Camposampiero (PD);Lions Club;1999;;;;;374
poligrafia;;;;Fundacion Canaria Orotava de historia de la ciencia;;Galileo y la gestacion de la ciencia moderna. Acta IX;Tenerife;Consejeria de educacion, cultura y deportes del gobierno de Canarias;2001;;;;;317
monografia;;;;Tuninetti, Giuseppe;;Facoltà teologiche a Torino. Dalla Facoltà universitaria alla Facoltà dell'Italia Settentrionale;Casale Monferrato;Piemme;1999;;;;;276
monografia;;;;Alberghina, Mario;;D'argento le orme degli aironi. Avventure e disavventure di un barone borbonico e di un medico fisico, professore all'università, seguite dalla dimostrazione;Catania;Maimone;2000;;;;;129
monografia;;;;Branciforte, Laura;;Le donne nell'università di Catania. Percorsi, presenze, ruolo e condizione ;Catania;Società di storia patria per la Sicilia orientale;2001;;;;;161
poligrafia;;;;Università degli studi di Catania, Facoltà di medicina e chirurgia ;;"La medicina nell'Università di Catania. Storia e cronaca dal XIV al XXI secolo; Attività scientifica dal 1994 al 2000";Catania;Tipografia dell'Università;2001;;;;;710
poligrafia;;;;Galeotti, Paolo - Rovati, Clementina;a cura di;Il museo di Lazzaro Spallanzani, 1771-1799. Una camera delle meraviglie tra l'Arcadia e Linneo. Catalogo della mostra (Pavia, Castello Visconteo, 28 marzo-27 giugno 1999);Cava Manara (PV);Greppi;1999;;;;;123
monografia;;;;Biow, Douglas;;Doctors, Ambassadors and Secretaries. Humanism and Professions in Renaissance Italy;Chicago - London;University of Chicago Press;2002;;;;;224
monografia;;;;Gaudemet, Jean;;Storia del diritto canonico. Ecclesia et civitas;Cinisello Balsamo (MI);San Paolo Edizioni;1998;;;;;810
poligrafia;;;;Brizzi, Gian Paolo - Verger, Jacques;a cura di;L'università in Europa dall'Umanesimo ai Lumi;Cinisello Balsamo (MI);Silvana editoriale;2002;;;;;270
monografia;;;;Galazka, Grzegorz;;Pontificie università e atenei romani;Città del Vaticano;Libreria Editrice Vaticana;2000;;;;;95
poligrafia;;;;Baldissin Molli, Giovanna - Sitran Rea, Luciana - Veronese Ceseracciu, Emilia ;a cura di;Diplomi di laurea all’Università di Padova (1504-1806);Cittadella;Biblos;1998;;;;;302
poligrafia;;;;Pigatto, Luisa;a cura di;Giuseppe Toaldo e il suo tempo. Nel bicentenario della morte. Scienza e lumi tra Veneto e Europa. Atti del convegno, Padova, 10-13 novembre 1997;Cittadella (PD);Bertoncello Artigrafiche;2000;;;;;1033
poligrafia;;;;Robinson-Hammerstein, Helga;edited by;European universities in the age of Reformation and Counter Reformation;Dublin;Four Courts Press;1998;;;;;203
poligrafia;;;;McClusckey, Raymond;edited by;The Scots College, Rome, 1600-2000;Edinburgh;John Donald;2000;;;;;177
monografia;;;;Abbondanza,  Roberto;;"Diadema doctorum. La laurea 'in utroque iure' di Francesco Malvetani da Stroncone nello ""Studium"" perugino (3 gennaio 1572)";Ellera Umbra;Era Nuova;1998;;;;;135
monografia;;;;Dalmonte, Giordano et al.;scritti di;Gregorio Ricci Curbastro. La vita di un liceo e l'opera di un matematico;Faenza;Edit;2002;;;;;334
monografia;;;;Belogi, Marco ;;L'eredità di Guido Nolfi da Fano (1554-1627): giurista e mecenate alla corte dei Papi;Fano;Edizioni Grapho 5;2001;;;;;169
monografia;;;;Brizzi, Gian Paolo;;L'antica Università di Fermo;Fermo - Cinisello Balsamo (MI);Carifermo, Fondazione Cassa di risparmio di Fermo - Silvana editoriale;2001;;;;;222
monografia;;;;Borgato, Maria Teresa - Pepe, Luigi;;Giambattista Guglielmini: la biblioteca di uno scienziato nell'Italia napoleonica;Ferrara;Corbo;1999;;;;;166
poligrafia;;;;Loriga, Carmela;a cura di;Verso un museo delle scienze: orto botanico, musei e collezioni storico-scientifiche dell'Università di Ferrara;Ferrara;Università degli studi;2001;;;;;100
poligrafia;;;;Bandini, Gianfranco;a cura di;L'istruzione in Toscana nel 1809-1810. Dal rapporto di Georges Cuvier a Napoleone I;Firenze;Centro editoriale toscano;2000;;;;;147
poligrafia;;;;Zanfarino, Antonio;a cura di;Politica costituzionale e scienza sociale alle origini della Cesare Alfieri;Firenze;Centro editoriale toscano;2001;;;;;369
monografia;;;;Coco, Antonio - Longhitano, Adolfo - Raffaele, Silvana;;La Facoltà di Medicina e l'Università di Catania, a cura di Antonio Coco;Firenze;Giunti;2000;;;;;283
poligrafia;;;;Ongaro, Giuseppe;a cura di;Santorio Santorio. La medicina statica;Firenze;Giunti;2001;;;;;187
poligrafia;;;;Lorenc, Halina - Masini, Roberta;a cura di;La medicina italiana nell'Europa moderna. Cataloghi delle opere italiane nelle biblioteche europee;Firenze;Le Lettere;1998;;;;;236
poligrafia;;;;Capannelli, Emilio - Insabato, Elisabetta;a cura di ;Guida agli archivi delle personalità della cultura in Toscana tra '800 e '900. L'area pisana;Firenze;Olschki;2000;;;;;377
poligrafia;;;;Castelli, Patrizia;a cura di;Giovanni e Gianfrancesco Pico: l'opera e la fortuna di due studenti ferraresi ;Firenze;Olschki;1998;;;;;368
poligrafia;;;;Fiocca, Alessandra;a cura di;Giambattista Aleotti e gli ingegneri del Rinascimento;Firenze;Olschki;1998;;;;;462
monografia;;;;Pomponazzi, Pietro;;Trattato sull'immortalità dell'anima, a cura di Vittoria Perrone Compagni;Firenze;Olschki;1999;;;;;139
monografia;;;;Ciardi, Marco;;La fine dei privilegi. Scienze fisiche, tecnologia e istituzioni scientifiche sabaude nel Risorgimento;Firenze;Olschki;1999;;;;;349
poligrafia;;;;Lana, Italo;a cura di;Storia della Facoltà di lettere e filosofia dell'Università di Torino;Firenze;Olschki;2000;;;;;570
monografia;;;;Borrelli, Antonio;;Istituzioni scientifiche, medicina e società: biografia di Domenico Cotugno (1736-1822);Firenze;Olschki;2000;;;;;270
monografia;;;;Rotzoll, Maike;;Pierleone da Spoleto. Vita e opere di un medico del Rinascimento;Firenze;Olschki;2000;;;;;127
poligrafia;;;;Porciani, Ilaria;a cura di;L'Università italiana. Repertorio di atti e provvedimenti ufficiali, 1859-1914;Firenze;Olschki;2001;;;;;672
poligrafia;;;;Moretti, Mauro - Porciani, Ilaria;a cura di;L'università italiana. Bibliografia (1848-1914);Firenze;Olschki;2002;;;;;217
poligrafia;;;;Castelli, Patrizia;a cura di;Francesco Patrizi, filosofo platonico nel crepuscolo del Rinascimento;Firenze;Olschki;2002;;;;;336
poligrafia;;;;Borgato, Maria Teresa;a cura di;Giambattista Riccioli e il merito scientifico dei gesuiti nell'età barocca;Firenze;Olschki;2002;;;;;483
monografia;;;;Contardi, Simone;;La casa di Salomone a Firenze. L'imperiale e reale Museo di fisica e storia naturale (1775-1801);Firenze;Olschki;2002;;;;;322
poligrafia;;;;Adorno, Francesco - Bossi, Maurizio - Volpi, Alessandro;a cura di;Istituzioni culturali in Toscana. Dalle origini alla fine del Novecento. Atti del ciclo di conferenze, Firenze, Gabinetto G.P. Vieusseux, gennaio-marzo 1995;Firenze;Polistampa;2000;;;;;497
monografia;;;;Agrimi, Jole;;Ingeniosa scientia nature. Studi sulla fisiognomica medievale;Firenze;Sismel, edizioni del Galluzzo;2002;;;;;180
monografia;;;;Bulgarelli, Giacomo;;Esito degli studi degli immatricolati dell'Ateneo fiorentino dal 1980/81 al 1997/98;Firenze;Università degli studi;2002;;;;;141
poligrafia;;;;Giusti, Enrico - Pepe, Luigi;a cura di;La matematica in Italia, 1800-1950;Firenze ;Polistampa;2001;;;;;182
monografia;;;;Cavallo, Giorgio;;C'era una volta l'istituto. Momenti e figure della ricerca scientifica tra guerra e ricostruzione;Foggia;Bastogi;2001;;;;;236
monografia;;;;Soetermeer, Frank;;Utrumque ius in peciis. Die Produktion juristischer Bucher an italienischen und franzosischen Universitaten des 13. und 14. Jahrhunderts ;Frankfurt am Main;Klostermann;2002;;;;;542
poligrafia;;;;Colli, Vincenzo;herausgegeben von;Juristische Buchproduktion im Mittelalter;Frankfurt am Main;Klostermann;2002;;;;;821
monografia;;;;Faggion, Lucien;;Les seigneurs du droit dans la république de Venise. Collège des juges et société à Vicence à l'époque moderne (1530-1730 env.);Genève;Slatkine;1998;;;;;424
poligrafia;;;;Varnier, Giovanni Battista;a cura di;Giuristi liguri dell'Ottocento. Atti del Convegno organizzato dall'Accademia ligure di scienze e lettere in collaborazione con l'Accademia delle scienze di Torino e l'Istituto lombardo - Accademia di scienze e lettere, Genova, 8 aprile 2000;Genova;Accademia ligure di scienze e lettere;2001;;;;;262
monografia;;;;Università degli studi Roma Tre;;La ricerca a Roma Tre. Atti della giornata di studio, Facolta di lettere e filosofia, aula magna 31 ottobre 2001 ;Genova;Brigati;2002;;;;;163
monografia;;;;Paolini Merlo, Silvio;;Consuntivo storico e filosofico sul 'Centro di studi metodologici' di Torino (1940-1979);Genova;Pantograf;1998;;;;;114
monografia;;;;Paoletti, Alessandro - Robotti, Nadia;;Fisica, meteorologia e sismologia nell'Ottocento. Il contributo del seminario Vescovile di Chiavari;Genova;Prima piccola cooperativa grafica genovese;2000;;;;;138
monografia;;;;Ferrante, Riccardo;;Università e cultura giuridica a Genova tra Rivoluzione e Impero;Genova;s.n.;2002;;;;;176
monografia;;;;Cagnana, Aurora - Decri, Anna;[testi di];San Silvestro: Facoltà di architettura;Genova;Sagep;2001;;;;;32
monografia;;;;Soetermeer, Frank;;Livres et juristes au Moyen Âge;Goldbach;Keip;1999;;;;;431
monografia;;;;Grandi, Paolo;;Il Collegio universitario Pallantieri in Bologna (1610-1796). La vita difficile di un istituto di beneficenza, la vicenda di una tormentata eredità;Imola;Bologna University Press;2000;;;;;134
monografia;;;;Bignardi, Luigi - Clementi, Alessandro - Schippa, Giovanni;;Università dell'Aquila. Immagini. 1952-2002. In occasione del 50° della rifondazione e del 20° della statizzazione;L'Aquila;Libreria Colacchi;2002;;;;;117
monografia;;;;Davies, Jonathan;;Florence and its University during the Early Renaissance;Leiden etc.;Brill;1998;;;;;232
poligrafia;;;;Courtenay, William J. - Miethke, Jürgen;edited by;Universities and Schooling in Medieval Society;Leiden etc.;Brill;2000;;;;;244
monografia;;;;Roest, Bert;;A History of franciscan education (c. 1210-1517);Leiden etc.;Brill;2000;;;;;405
monografia;;;;Siraisi, Nancy G.;;Medicine and the Italian universities, 1250-1600;Leiden etc.;Brill;2001;;;;;389
monografia;;;;French, Roger Kenneth;;Canonical Medicine. Gentile da Foligno and Scholasticism;Leiden etc.;Brill;2001;;;;;342
monografia;;;;Lines, David A.;;Aristotleʼs Ethics in the Italian Renaissance (ca. 1300-1650). The Universities and the problem of moral education;Leiden etc.;Brill;2002;;;;;613
